Time (s),DeltaTime (s)
94.8356,0.007104
94.8453,0.009704
94.8529,0.007577
94.8614,0.008562
94.8633,0.001850
94.8790,0.015731
94.9006,0.021649
94.9292,0.028593
94.9551,0.025885
94.9791,0.023958
95.0114,0.032317
95.0392,0.027797
95.0633,0.024086
95.0889,0.025641
95.1170,0.028041
95.1325,0.015541
95.1351,0.002570
95.1371,0.002042
95.1395,0.002370
95.1422,0.002710
95.1790,0.036794
95.2134,0.034420
95.2354,0.021968
95.2444,0.009048
95.2465,0.002039
95.2617,0.015227
95.2643,0.002631
95.2784,0.014083
95.2957,0.017321
95.3144,0.018682
95.3304,0.015999
95.3473,0.016926
95.3646,0.017256
95.3812,0.016656
95.4006,0.019335
95.4375,0.036965
95.4725,0.034943
95.4914,0.018956
95.5050,0.013541
95.5073,0.002350
95.5238,0.016426
95.5259,0.002138
95.5402,0.014265
95.5562,0.016026
95.5733,0.017073
95.5906,0.017308
95.6079,0.017323
95.6250,0.017093
95.6557,0.030681
95.6752,0.019484
95.6772,0.002019
95.6945,0.017297
95.7113,0.016838
95.7291,0.017834
95.7478,0.018615
95.7643,0.016551
95.7807,0.016371
95.7997,0.019005
95.8169,0.017191
95.8337,0.016818
95.8505,0.016832
95.8680,0.017463
95.8851,0.017162
95.9017,0.016535
95.9193,0.017596
95.9367,0.017466
95.9538,0.017079
95.9715,0.017684
95.9883,0.016764
96.0056,0.017350
96.0239,0.018259
96.0403,0.016388
96.0576,0.017369
96.0752,0.017571
96.0927,0.017473
96.1094,0.016723
96.1266,0.017246
96.1436,0.016933
96.1611,0.017554
96.1780,0.016841
96.1951,0.017082
96.2123,0.017215
96.2372,0.024892
96.2673,0.030158
96.3015,0.034155
96.3220,0.020492
96.3405,0.018514
96.3591,0.018659
96.3684,0.009265
96.3731,0.004721
96.3876,0.014494
96.3916,0.003997
96.4060,0.014381
96.4233,0.017297
96.4393,0.016032
96.4563,0.016965
96.4736,0.017284
96.4905,0.016936
96.5075,0.016993
96.5251,0.017559
96.5417,0.016637
96.5588,0.017107
96.5760,0.017203
96.5933,0.017295
96.6110,0.017654
96.6285,0.017497
96.6458,0.017297
96.6839,0.038148
96.7175,0.033642
96.7340,0.016425
96.7548,0.020858
96.7713,0.016509
96.7907,0.019392
96.8013,0.010605
96.8050,0.003659
96.8218,0.016796
96.8338,0.012028
96.8540,0.020219
96.8562,0.002172
96.8726,0.016402
96.8901,0.017471
96.9069,0.016831
96.9247,0.017820
96.9622,0.037485
96.9960,0.033824
97.0184,0.022314
97.0286,0.010266
97.0309,0.002275
97.0457,0.014831
97.0479,0.002192
97.0624,0.014518
97.0793,0.016872
97.0972,0.017898
97.1164,0.019150
97.1324,0.016009
97.1491,0.016739
97.1663,0.017243
97.1837,0.017360
97.2013,0.017573
97.2183,0.017008
97.2363,0.017986
97.2531,0.016859
97.2701,0.016949
97.2877,0.017612
97.3045,0.016821
97.3216,0.017093
97.3388,0.017243
97.3563,0.017499
97.3737,0.017339
97.3903,0.016578
97.4155,0.025199
97.4297,0.014201
97.4416,0.011923
97.4588,0.017214
97.4760,0.017244
97.4933,0.017242
97.5105,0.017215
