Time (s),DeltaTime (s)
46.5328,0.005804
46.5353,0.002503
46.5394,0.004188
46.5432,0.003784
46.5464,0.003211
46.5520,0.005548
46.5550,0.002964
46.5584,0.003429
46.5616,0.003201
46.5665,0.004945
46.5700,0.003450
46.5732,0.003178
46.5771,0.003895
46.5831,0.006033
46.5853,0.002223
46.5900,0.004642
46.5938,0.003817
46.5975,0.003744
46.6037,0.006138
46.6056,0.001898
46.6093,0.003756
46.6124,0.003134
46.6247,0.012215
46.6316,0.006965
46.6397,0.008082
46.6473,0.007645
46.6558,0.008427
46.6737,0.017878
46.6772,0.003557
46.6807,0.003465
46.6849,0.004239
46.6869,0.001983
46.6898,0.002910
46.6919,0.002071
46.6940,0.002106
46.6959,0.001872
46.6991,0.003224
46.7030,0.003968
46.7097,0.006645
46.7185,0.008834
46.7222,0.003643
46.7245,0.002368
46.7262,0.001676
46.7281,0.001915
46.7300,0.001899
46.7384,0.008387
46.7425,0.004079
46.7449,0.002370
46.7488,0.003981
46.7566,0.007782
46.7591,0.002439
46.7643,0.005286
46.7765,0.012116
46.7793,0.002870
46.7822,0.002883
46.7860,0.003797
46.7912,0.005161
46.7934,0.002188
46.7968,0.003407
46.8043,0.007538
46.8115,0.007207
46.8137,0.002166
46.8198,0.006110
46.8272,0.007361
46.8291,0.001904
46.8332,0.004180
46.8428,0.009538
46.8447,0.001954
46.8485,0.003802
46.8570,0.008453
46.8590,0.002002
46.8618,0.002805
46.8678,0.005970
46.8716,0.003854
46.8736,0.001952
46.8776,0.003996
46.8830,0.005472
46.8883,0.005262
46.8903,0.002024
46.8949,0.004564
46.8997,0.004795
46.9028,0.003090
46.9063,0.003555
46.9104,0.004088
46.9144,0.003947
46.9189,0.004498
46.9225,0.003648
46.9259,0.003378
46.9297,0.003821
46.9362,0.006517
46.9380,0.001788
46.9412,0.003222
46.9452,0.003997
46.9511,0.005855
46.9530,0.001941
46.9567,0.003690
46.9604,0.003663
46.9659,0.005560
46.9688,0.002907
46.9724,0.003552
46.9763,0.003875
46.9798,0.003510
46.9860,0.006233
46.9890,0.002979
46.9927,0.003734
46.9967,0.004010
47.0029,0.006215
47.0048,0.001830
47.0080,0.003223
47.0114,0.003392
47.0172,0.005808
47.0195,0.002305
47.0233,0.003806
47.0273,0.003987
47.0320,0.004712
47.0352,0.003191
47.0400,0.004760
47.0431,0.003174
47.0470,0.003848
47.0523,0.005280
47.0554,0.003113
47.0590,0.003656
47.0632,0.004171
47.0685,0.005297
47.0710,0.002496
47.0747,0.003727
47.0787,0.003946
47.0837,0.005002
47.0867,0.003073
47.0901,0.003328
47.0946,0.004506
47.0996,0.005063
47.1025,0.002855
47.1061,0.003558
47.1103,0.004238
47.1140,0.003745
47.1187,0.004637
47.1224,0.003734
47.1257,0.003313
47.1294,0.003698
47.1361,0.006636
47.1378,0.001765
47.1410,0.003127
47.1448,0.003871
47.1507,0.005835
47.1530,0.002351
47.1565,0.003456
47.1607,0.004191
47.1655,0.004880
47.1695,0.003976
47.1730,0.003504
47.1764,0.003346
47.1803,0.003917
47.1902,0.009903
47.1933,0.003152
47.1965,0.003122
47.2014,0.004939
47.2067,0.005316
47.2086,0.001872
47.2118,0.003221
47.2164,0.004643
47.2218,0.005338
47.2280,0.006255
47.2302,0.002118
47.2359,0.005756
47.2412,0.005239
47.2430,0.001800
47.2468,0.003846
