Time (s),DeltaTime (s)
82.8424,0.006823
82.8567,0.014341
82.8709,0.014232
82.8733,0.002325
82.8769,0.003648
82.8824,0.005432
82.8857,0.003338
82.8893,0.003631
82.9015,0.012163
82.9035,0.002051
82.9052,0.001678
82.9068,0.001617
82.9090,0.002161
82.9143,0.005346
82.9169,0.002610
82.9188,0.001885
82.9225,0.003633
82.9282,0.005716
82.9335,0.005278
82.9361,0.002606
82.9399,0.003819
82.9457,0.005804
82.9506,0.004896
82.9525,0.001893
82.9565,0.004016
82.9626,0.006098
82.9647,0.002162
82.9687,0.003980
82.9727,0.003987
82.9770,0.004265
82.9801,0.003119
82.9840,0.003938
82.9874,0.003387
82.9911,0.003682
82.9963,0.005239
82.9995,0.003137
83.0032,0.003707
83.0069,0.003722
83.0120,0.005135
83.0145,0.002486
83.0182,0.003643
83.0218,0.003578
83.0264,0.004648
83.0304,0.004016
83.0341,0.003681
83.0375,0.003381
83.0418,0.004285
83.0475,0.005727
83.0497,0.002224
83.0540,0.004327
83.0583,0.004278
83.0635,0.005129
83.0657,0.002218
83.0690,0.003340
83.0726,0.003607
83.0785,0.005916
83.0810,0.002426
83.0848,0.003794
83.0884,0.003664
83.0933,0.004886
83.0963,0.003028
83.1000,0.003716
83.1036,0.003516
83.1072,0.003601
83.1135,0.006313
83.1152,0.001759
83.1186,0.003357
83.1223,0.003679
83.1271,0.004801
83.1300,0.002948
83.1336,0.003621
83.1374,0.003727
83.1413,0.003932
83.1462,0.004873
83.1497,0.003578
83.1533,0.003519
83.1582,0.004928
83.1634,0.005166
83.1653,0.001961
83.1689,0.003567
83.1731,0.004162
83.1780,0.004976
83.1808,0.002772
83.1845,0.003679
83.1884,0.003916
83.1934,0.004963
83.1966,0.003200
83.2001,0.003545
83.2039,0.003816
83.2077,0.003817
83.2128,0.005023
83.2158,0.003014
83.2196,0.003835
83.2232,0.003572
83.2280,0.004830
83.2309,0.002871
83.2345,0.003584
83.2380,0.003584
83.2432,0.005184
83.2462,0.002997
83.2499,0.003714
83.2537,0.003794
83.2580,0.004242
83.2633,0.005348
83.2661,0.002771
83.2694,0.003260
83.2730,0.003659
83.2783,0.005286
83.2808,0.002479
83.2843,0.003539
83.2881,0.003743
83.2934,0.005367
83.2971,0.003652
83.3002,0.003082
83.3037,0.003497
83.3073,0.003683
83.3134,0.006069
83.3154,0.001952
83.3189,0.003550
83.3226,0.003684
83.3277,0.005082
83.3305,0.002822
83.3342,0.003654
83.3379,0.003760
83.3425,0.004599
83.3464,0.003869
83.3501,0.003745
83.3536,0.003497
83.3578,0.004221
83.3641,0.006268
83.3658,0.001687
83.3691,0.003282
83.3731,0.004022
83.3779,0.004796
83.3807,0.002754
83.3842,0.003539
83.3883,0.004155
83.3932,0.004882
83.3964,0.003168
83.4003,0.003854
83.4038,0.003580
83.4076,0.003717
83.4140,0.006452
83.4163,0.002336
83.4194,0.003035
83.4231,0.003764
83.4284,0.005283
83.4308,0.002351
83.4344,0.003579
83.4392,0.004853
83.4435,0.004298
83.4466,0.003090
83.4507,0.004153
83.4543,0.003512
83.4585,0.004282
83.4641,0.005539
83.4666,0.002537
83.4701,0.003523
83.4740,0.003879
83.4787,0.004653
83.4818,0.003117
83.4857,0.003884
83.4891,0.003436
83.4939,0.004775
83.4973,0.003458
83.5008,0.003470
83.5044,0.003606
83.5089,0.004480
83.5130,0.004129
83.5165,0.003498
83.5266,0.010100
83.5337,0.007069
83.5401,0.006388
83.5503,0.010233
83.5575,0.007167
83.5663,0.008820
83.5843,0.018009
83.5871,0.002837
83.5893,0.002194
83.5918,0.002467
83.5952,0.003345
83.5977,0.002584
83.6000,0.002249
83.6018,0.001857
83.6046,0.002760
83.6098,0.005192
83.6133,0.003529
83.6169,0.003607
83.6208,0.003838
83.6249,0.004136
83.6299,0.005015
83.6330,0.003112
83.6365,0.003450
83.6403,0.003783
83.6459,0.005653
83.6486,0.002671
83.6520,0.003429
83.6560,0.003937
83.6609,0.004912
83.6650,0.004118
83.6683,0.003307
83.6719,0.003625
83.6766,0.004653
83.6801,0.003531
83.6843,0.004171
83.6880,0.003715
83.6912,0.003166
83.6962,0.005025
83.6991,0.002898
83.7029,0.003828
83.7064,0.003498
83.7114,0.004969
83.7143,0.002948
83.7178,0.003524
83.7215,0.003607
83.7266,0.005124
83.7296,0.003035
83.7338,0.004213
83.7374,0.003556
83.7409,0.003564
83.7461,0.005146
83.7494,0.003346
83.7527,0.003299
83.7563,0.003563
83.7616,0.005290
83.7656,0.004007
83.7682,0.002626
83.7720,0.003826
83.7765,0.004480
83.7799,0.003368
83.7838,0.003927
83.7873,0.003484
83.7910,0.003663
83.7963,0.005358
83.7995,0.003195
83.8031,0.003613
83.8069,0.003761
83.8119,0.005045
83.8146,0.002625
83.8184,0.003794
83.8219,0.003550
83.8266,0.004737
83.8301,0.003475
83.8337,0.003570
83.8374,0.003664
83.8418,0.004422
83.8462,0.004417
83.8494,0.003166
83.8531,0.003746
83.8567,0.003597
83.8617,0.005004
83.8658,0.004075
83.8685,0.002668
83.8726,0.004121
83.8777,0.005085
83.8803,0.002667
83.8840,0.003638
83.8879,0.003972
83.8919,0.003995
83.8963,0.004391
83.8999,0.003608
83.9037,0.003765
83.9073,0.003580
83.9131,0.005863
83.9151,0.001941
83.9189,0.003780
83.9225,0.003652
83.9274,0.004890
83.9302,0.002840
83.9340,0.003760
83.9378,0.003846
83.9418,0.003970
83.9462,0.004336
83.9505,0.004342
83.9537,0.003199
83.9574,0.003708
83.9635,0.006084
83.9668,0.003334
83.9698,0.002968
83.9736,0.003783
83.9783,0.004749
83.9813,0.003021
83.9850,0.003656
83.9885,0.003520
83.9933,0.004806
83.9968,0.003517
84.0002,0.003314
84.0039,0.003697
84.0078,0.003983
84.0128,0.004974
84.0158,0.003035
84.0196,0.003703
84.0232,0.003617
84.0291,0.005903
84.0324,0.003366
84.0363,0.003850
84.0400,0.003669
84.0478,0.007812
84.0510,0.003191
84.0535,0.002583
84.0573,0.003718
84.0648,0.007576
84.0675,0.002676
84.0707,0.003194
84.0749,0.004248
84.0801,0.005173
84.0832,0.003027
84.0873,0.004114
84.0911,0.003813
84.0976,0.006549
84.0996,0.001989
84.1036,0.003937
84.1084,0.004855
84.1136,0.005179
84.1164,0.002789
84.1207,0.004301
84.1251,0.004380
